,Latitude,Longitude,Burglary_Risk,2014-2018,label
135,40.514821,-74.239951,1,90058.88686271428,1
136,40.514912,-74.245437,1,90058.88686271428,1
137,40.514913,-74.24266,4,90058.88686271428,1
138,40.51497,-74.236737,1,90058.88686271428,1
139,40.515066,-74.196077,1,123709.13039347171,1
140,40.515163,-74.202606,1,123709.13039347171,1
141,40.515196,-74.195143,1,123709.13039347171,1
142,40.515261,-74.196767,1,123709.13039347171,1
143,40.515624,-74.244061,1,90058.88686271428,1
144,40.515631,-74.19553,2,123709.13039347171,1
145,40.515657,-74.208659,1,123709.13039347171,1
146,40.515694,-74.233696,9,83886.46428714994,1
147,40.51574,-74.196806,1,123709.13039347171,1
148,40.515931,-74.211989,1,123709.13039347171,1
149,40.51615,-74.19775,1,123709.13039347171,1
150,40.516231,-74.206305,1,123709.13039347171,1
151,40.51642,-74.237947,3,90058.88686271428,1
152,40.516572,-74.196874,2,123709.13039347171,1
153,40.516594,-74.232563,2,83886.46428714994,1
154,40.51662415,-74.20278499,2,123709.13039347171,1
155,40.516686,-74.203509,2,123709.13039347171,1
156,40.516772,-74.242233,7,90058.88686271428,1
157,40.516975,-74.212311,2,123709.13039347171,1
158,40.517089,-74.238181,1,90058.88686271428,1
159,40.517093,-74.194138,1,123709.13039347171,1
160,40.517192,-74.231949,2,83886.46428714994,1
161,40.517211,-74.238759,1,90058.88686271428,1
162,40.517587,-74.203635,1,123709.13039347171,1
163,40.517677,-74.193474,1,123709.13039347171,1
164,40.517691,-74.211438,1,123709.13039347171,1
165,40.517929,-74.196531,1,123709.13039347171,1
166,40.518009,-74.240074,1,90058.88686271428,1
167,40.51831537,-74.23960555,1,90058.88686271428,1
168,40.518347,-74.193962,3,123709.13039347171,1
169,40.51847,-74.194702,2,123709.13039347171,1
170,40.518496,-74.197066,1,123709.13039347171,1
171,40.518508,-74.234606,4,90058.88686271428,1
172,40.518625,-74.230634,2,90058.88686271428,1
173,40.518697,-74.199168,2,123709.13039347171,1
174,40.519022,-74.20547,2,123709.13039347171,1
175,40.51918,-74.211857,2,123709.13039347171,1
176,40.519422,-74.208303,1,123709.13039347171,1
177,40.519791,-74.197243,1,123709.13039347171,1
178,40.519814,-74.19654,2,123709.13039347171,1
179,40.519824,-74.213134,2,123709.13039347171,1
180,40.519832,-74.209061,2,123709.13039347171,1
181,40.51985,-74.187964,1,123709.13039347171,1
182,40.519855,-74.21152,1,123709.13039347171,1
183,40.520111,-74.205279,1,123709.13039347171,1
184,40.520122,-74.197316,1,123709.13039347171,1
185,40.520266,-74.218833,2,123709.13039347171,1
186,40.520266,-74.198789,1,123709.13039347171,1
187,40.520442,-74.210248,2,123709.13039347171,1
188,40.520565,-74.195622,1,123709.13039347171,1
190,40.520762,-74.204662,2,123709.13039347171,1
191,40.520805,-74.207028,2,123709.13039347171,1
195,40.521199,-74.176781,3,131614.5008423445,1
196,40.52128,-74.198137,4,123709.13039347171,1
197,40.52131,-74.210529,1,123709.13039347171,1
200,40.521822,-74.20973,1,123709.13039347171,1
204,40.522272,-74.175922,3,131614.5008423445,1
206,40.522387,-74.174961,1,131614.5008423445,1
208,40.522419,-74.204949,1,123709.13039347171,1
214,40.5228,-74.209586,2,123709.13039347171,1
216,40.522893,-74.180939,1,131614.5008423445,1
219,40.52328,-74.210384,1,123709.13039347171,1
221,40.523672,-74.204492,2,123709.13039347171,1
223,40.523787,-74.186658,2,123709.13039347171,1
225,40.523964,-74.173583,2,131614.5008423445,1
226,40.524015,-74.210011,1,123709.13039347171,1
227,40.524105,-74.202836,1,123709.13039347171,1
228,40.524123,-74.213809,1,123709.13039347171,1
229,40.524213,-74.212906,1,129206.05464824347,1
230,40.524365,-74.21172,1,129206.05464824347,1
231,40.524479,-74.179516,1,131614.5008423445,1
232,40.524733,-74.203081,1,123709.13039347171,1
233,40.524939,-74.209902,1,123709.13039347171,1
234,40.524993,-74.215031,3,129206.05464824347,1
235,40.525027,-74.200714,8,123709.13039347171,1
239,40.525211,-74.174562,1,131614.5008423445,1
240,40.525252,-74.187953,1,123709.13039347171,1
241,40.525305,-74.212479,2,129206.05464824347,1
243,40.52536,-74.184964,1,131614.5008423445,1
244,40.525414,-74.211614,1,129206.05464824347,1
245,40.525449,-74.206064,1,129206.05464824347,1
246,40.52562,-74.206763,1,129206.05464824347,1
247,40.525674,-74.166438,2,131614.5008423445,1
248,40.52577,-74.190359,1,123709.13039347171,1
250,40.525839,-74.201246,1,123709.13039347171,1
253,40.525987,-74.202472,1,129206.05464824347,1
254,40.526045,-74.166705,1,131614.5008423445,1
255,40.526101,-74.208709,1,129206.05464824347,1
256,40.526166,-74.201851,1,129206.05464824347,1
257,40.526318,-74.199782,1,123709.13039347171,1
258,40.5264,-74.17936,4,131614.5008423445,1
259,40.526503,-74.201333,1,129206.05464824347,1
260,40.526633,-74.171418,1,131614.5008423445,1
262,40.526689,-74.207446,1,129206.05464824347,1
263,40.52672,-74.166084,1,131614.5008423445,1
264,40.526749,-74.175246,4,131614.5008423445,1
265,40.526753,-74.167696,2,131614.5008423445,1
266,40.527069,-74.166861,1,131614.5008423445,1
267,40.527076,-74.20088,1,123709.13039347171,1
269,40.527407,-74.207512,1,129206.05464824347,1
270,40.527496,-74.168721,1,131614.5008423445,1
271,40.527576,-74.212974,4,129206.05464824347,1
273,40.527736,-74.165266,1,131614.5008423445,1
274,40.527766,-74.163606,2,131614.5008423445,1
277,40.527913,-74.175986,1,131614.5008423445,1
278,40.528007,-74.201835,1,129206.05464824347,1
280,40.528089,-74.197889,1,123709.13039347171,1
281,40.528138,-74.167058,1,131614.5008423445,1
282,40.52845,-74.166295,1,131614.5008423445,1
283,40.52848,-74.190346,1,123709.13039347171,1
284,40.528492,-74.199565,1,110731.85560643324,1
285,40.528503,-74.159742,2,98935.56949433748,1
286,40.528542,-74.189332,1,131614.5008423445,1
287,40.528662,-74.198447,1,123709.13039347171,1
288,40.528671,-74.210154,2,129206.05464824347,1
289,40.528715,-74.157965,3,98935.56949433748,1
290,40.528799,-74.165468,1,131614.5008423445,1
291,40.528851,-74.205269,2,129206.05464824347,1
292,40.528937,-74.163231,1,131614.5008423445,1
293,40.528985,-74.202297,1,129206.05464824347,1
294,40.529,-74.168699,1,131614.5008423445,1
295,40.529019,-74.162198,1,131614.5008423445,1
296,40.529083,-74.158727,2,98935.56949433748,1
297,40.529119,-74.164699,1,131614.5008423445,1
298,40.529131,-74.199254,1,110731.85560643324,1
299,40.52914,-74.210474,1,129206.05464824347,1
301,40.529164,-74.169214,1,131614.5008423445,1
302,40.52922,-74.207355,2,129206.05464824347,1
303,40.529227,-74.197409,1,123709.13039347171,1
305,40.529533,-74.20553,1,129206.05464824347,1
306,40.529553,-74.168307,1,131614.5008423445,1
307,40.529571,-74.162584,2,131614.5008423445,1
309,40.52967,-74.196553,2,123709.13039347171,1
310,40.529761,-74.15907,2,98935.56949433748,1
311,40.529839,-74.201677,1,110731.85560643324,1
312,40.529857,-74.19833,1,110731.85560643324,1
314,40.53018,-74.190508,1,131614.5008423445,1
315,40.53023,-74.169481,1,131614.5008423445,1
316,40.530242,-74.188445,1,131614.5008423445,1
317,40.530385,-74.199825,1,110731.85560643324,1
318,40.530486,-74.156169,1,98935.56949433748,1
319,40.530499,-74.160419,3,126453.05897508048,1
320,40.530533,-74.201892,1,110731.85560643324,1
321,40.530724,-74.203945,1,129206.05464824347,1
322,40.530791,-74.190947,1,131614.5008423445,1
323,40.530826,-74.162412,1,126453.05897508048,1
324,40.530892,-74.187833,1,131614.5008423445,1
325,40.530922,-74.195355,1,110731.85560643324,1
327,40.531032,-74.183924,1,131614.5008423445,1
328,40.531033,-74.193559,1,110731.85560643324,1
329,40.531152,-74.157114,2,98935.56949433748,1
331,40.531298,-74.165981,2,131614.5008423445,1
332,40.531325,-74.159377,1,126453.05897508048,1
333,40.531346,-74.192822,1,123709.13039347171,1
334,40.531398,-74.201501,1,110731.85560643324,1
335,40.531438,-74.196938,1,110731.85560643324,1
336,40.53147,-74.189331,1,131614.5008423445,1
337,40.531509,-74.191456,1,131614.5008423445,1
338,40.531634,-74.161468,1,126453.05897508048,1
340,40.531671,-74.168845,1,131614.5008423445,1
342,40.53172,-74.185145,2,131614.5008423445,1
344,40.531849,-74.201566,1,110731.85560643324,1
345,40.531854,-74.176984,1,131614.5008423445,1
346,40.531998,-74.164284,1,131614.5008423445,1
347,40.532122,-74.204398,5,129206.05464824347,1
350,40.532301,-74.206547,1,129206.05464824347,1
352,40.532462,-74.15296,1,98935.56949433748,1
353,40.532626,-74.163726,1,131614.5008423445,1
354,40.532668,-74.193729,1,110731.85560643324,1
355,40.532668,-74.157081,1,126453.05897508048,1
356,40.532716,-74.196327,1,110731.85560643324,1
357,40.532745,-74.162497,1,126453.05897508048,1
358,40.532749,-74.173809,1,131614.5008423445,1
359,40.53277,-74.192222,4,118424.14940378086,1
360,40.532793,-74.204714,1,129206.05464824347,1
361,40.53286,-74.152195,1,98935.56949433748,1
362,40.532944,-74.189881,2,118424.14940378086,1
363,40.533094,-74.151086,1,98935.56949433748,1
364,40.53315,-74.167159,1,131614.5008423445,1
366,40.533343,-74.18643,1,131614.5008423445,1
367,40.533355,-74.18966,1,118424.14940378086,1
368,40.533407,-74.187267,1,131614.5008423445,1
369,40.533488,-74.202203,1,110731.85560643324,1
370,40.533527,-74.150584,1,98935.56949433748,1
372,40.533729,-74.156029,1,126453.05897508048,1
373,40.533809,-74.16557,1,131614.5008423445,1
374,40.5339,-74.186868,1,131614.5008423445,1
375,40.533952,-74.184683,1,131614.5008423445,1
376,40.534021,-74.205752,1,129206.05464824347,1
378,40.534084,-74.170566,1,131614.5008423445,1
379,40.534135,-74.150354,1,98935.56949433748,1
380,40.534155,-74.202517,2,110731.85560643324,1
381,40.534158,-74.203885,1,110731.85560643324,1
382,40.534174,-74.183469,1,131614.5008423445,1
383,40.534247,-74.18588,1,131614.5008423445,1
385,40.534382,-74.152077,1,98935.56949433748,1
386,40.534417,-74.150191,1,98935.56949433748,1
387,40.534426,-74.165062,1,131614.5008423445,1
388,40.534427,-74.153794,8,116399.92121429172,1
389,40.534439,-74.166852,1,131614.5008423445,1
390,40.534511,-74.158919,1,126453.05897508048,1
392,40.534664,-74.181356,1,131614.5008423445,1
393,40.534665,-74.187383,1,118424.14940378086,1
394,40.534701,-74.206015,1,129206.05464824347,1
395,40.534708,-74.153474,1,98935.56949433748,1
396,40.534786,-74.163085,1,126453.05897508048,1
397,40.534811,-74.154954,6,116399.92121429172,1
398,40.534821,-74.20009,4,110731.85560643324,1
399,40.534825,-74.202844,2,110731.85560643324,1
400,40.534977,-74.161137,1,126453.05897508048,1
401,40.535023,-74.194818,2,110731.85560643324,1
403,40.535056,-74.158402,1,126453.05897508048,1
404,40.535131,-74.179616,1,131614.5008423445,1
405,40.53527,-74.151013,2,98935.56949433748,1
406,40.535351,-74.182581,1,131614.5008423445,1
407,40.535354,-74.173144,1,131614.5008423445,1
408,40.535379,-74.154329,1,116399.92121429172,1
409,40.535388,-74.171169,2,131614.5008423445,1
411,40.53545717,-74.15261991,1,98935.56949433748,1
412,40.535495,-74.197672,1,110731.85560643324,1
413,40.535497,-74.203156,1,110731.85560643324,1
414,40.535501,-74.194969,1,110731.85560643324,1
417,40.535608,-74.211703,1,129206.05464824347,1
419,40.53562,-74.193666,2,110731.85560643324,1
420,40.535648,-74.166785,1,131614.5008423445,1
421,40.53565817,-74.20812401,1,129206.05464824347,1
422,40.535679,-74.152367,1,116399.92121429172,1
423,40.535692,-74.150441,1,98935.56949433748,1
424,40.536042,-74.153616,2,116399.92121429172,1
425,40.53609,-74.182944,3,118424.14940378086,1
426,40.536107,-74.163163,1,126453.05897508048,1
427,40.536121,-74.177335,1,118424.14940378086,1
429,40.536158,-74.200752,2,110731.85560643324,1
430,40.53617,-74.198013,2,110731.85560643324,1
431,40.536171,-74.203478,1,110731.85560643324,1
432,40.536172,-74.195285,1,110731.85560643324,1
433,40.536224,-74.166341,1,131614.5008423445,1
434,40.536235,-74.159393,1,126453.05897508048,1
435,40.536249,-74.192562,1,119360.32660675848,1
436,40.536305,-74.174221,2,131614.5008423445,1
437,40.536311,-74.165308,1,126453.05897508048,1
439,40.536394,-74.18447,1,118424.14940378086,1
440,40.536418,-74.149074,1,98935.56949433748,1
441,40.53642,-74.151505,1,98935.56949433748,1
442,40.53645601,-74.18963464,1,118424.14940378086,1
443,40.536558,-74.157866,1,126453.05897508048,1
444,40.536577,-74.14615,1,98935.56949433748,1
446,40.536677,-74.147162,2,98935.56949433748,1
448,40.536756,-74.206835,1,129206.05464824347,1
450,40.536794,-74.198319,1,110731.85560643324,1
452,40.53683,-74.195622,1,110731.85560643324,1
453,40.53684,-74.203779,2,110731.85560643324,1
454,40.536842,-74.201063,2,110731.85560643324,1
455,40.536847,-74.212417,2,129206.05464824347,1
456,40.536848,-74.210191,1,129206.05464824347,1
457,40.536855,-74.192851,2,119360.32660675848,1
458,40.53694,-74.163269,1,126453.05897508048,1
459,40.537071,-74.213044,1,129206.05464824347,1
460,40.537095,-74.176338,1,118424.14940378086,1
461,40.537183,-74.150607,1,98935.56949433748,1
463,40.537252,-74.166546,2,126453.05897508048,1
466,40.537386,-74.155937,2,116399.92121429172,1
467,40.537409,-74.194562,1,110731.85560643324,1
468,40.537424,-74.145069,1,98935.56949433748,1
469,40.537435,-74.207093,1,129206.05464824347,1
470,40.537452,-74.144253,1,98935.56949433748,1
471,40.537482,-74.15026,7,116399.92121429172,1
472,40.537483,-74.190552,1,119360.32660675848,1
474,40.537507,-74.198643,1,110731.85560643324,1
475,40.537515,-74.200008,2,110731.85560643324,1
476,40.537517,-74.201365,1,110731.85560643324,1
477,40.53754,-74.163762,1,126453.05897508048,1
478,40.537552,-74.210339,1,129206.05464824347,1
481,40.537862,-74.212548,1,129206.05464824347,1
482,40.537894,-74.149791,1,116399.92121429172,1
484,40.537971,-74.216487,5,129206.05464824347,1
485,40.538008,-74.148042,1,98935.56949433748,1
488,40.53808,-74.180795,2,118424.14940378086,1
489,40.538083,-74.168457,1,131614.5008423445,1
490,40.538101,-74.159934,1,126453.05897508048,1
491,40.538116,-74.159349,1,126453.05897508048,1
492,40.538129,-74.207358,1,129206.05464824347,1
493,40.538182,-74.193497,2,119360.32660675848,1
494,40.538196,-74.147011,4,98935.56949433748,1
495,40.538201,-74.176339,1,118424.14940378086,1
496,40.538204,-74.204393,1,110731.85560643324,1
497,40.538219,-74.201632,3,110731.85560643324,1
498,40.538227,-74.150944,2,116399.92121429172,1
500,40.538325,-74.16677,1,126453.05897508048,1
501,40.538326,-74.174408,1,118424.14940378086,1
502,40.538351,-74.143073,1,98935.56949433748,1
503,40.538365,-74.154657,2,116399.92121429172,1
504,40.538407,-74.178228,1,118424.14940378086,1
505,40.538527,-74.217692,1,129206.05464824347,1
507,40.538534,-74.14918,1,98935.56949433748,1
509,40.538679,-74.161052,1,126453.05897508048,1
510,40.5388,-74.164789,1,126453.05897508048,1
512,40.538843,-74.197925,1,110731.85560643324,1
513,40.538846,-74.193815,4,119360.32660675848,1
514,40.538858,-74.199276,2,110731.85560643324,1
515,40.538864,-74.204682,2,110731.85560643324,1
516,40.538872,-74.20061,1,110731.85560643324,1
517,40.538881,-74.173739,1,118424.14940378086,1
518,40.538899,-74.190913,1,119360.32660675848,1
519,40.538906,-74.146278,1,98935.56949433748,1
520,40.538914,-74.182689,1,118424.14940378086,1
522,40.538963,-74.21064,1,129206.05464824347,1
524,40.539076,-74.177521,1,118424.14940378086,1
525,40.539116,-74.160291,3,126453.05897508048,1
526,40.539134,-74.174887,1,118424.14940378086,1
528,40.539285,-74.162178,1,126453.05897508048,1
529,40.539296,-74.145113,1,98935.56949433748,1
530,40.539437,-74.217643,3,129206.05464824347,1
531,40.539465,-74.149593,1,116399.92121429172,1
532,40.539491,-74.172108,2,118424.14940378086,1
533,40.539508,-74.195595,1,110731.85560643324,1
534,40.539521,-74.198244,1,110731.85560643324,1
535,40.539526,-74.194147,3,119360.32660675848,1
536,40.539533,-74.206404,2,129206.05464824347,1
537,40.53954,-74.192711,1,119360.32660675848,1
538,40.539544,-74.148334,5,116399.92121429172,1
539,40.539568,-74.204981,1,110731.85560643324,1
540,40.539571,-74.191234,1,119360.32660675848,1
541,40.539578,-74.188488,1,119360.32660675848,1
542,40.539585,-74.202204,1,110731.85560643324,1
543,40.539662,-74.152593,1,116399.92121429172,1
544,40.539676,-74.177254,1,118424.14940378086,1
545,40.539678,-74.215783,1,129206.05464824347,1
546,40.539739,-74.183305,1,118424.14940378086,1
547,40.539806,-74.143529,1,98935.56949433748,1
548,40.539876,-74.170139,1,131614.5008423445,1
549,40.539945,-74.163351,1,126453.05897508048,1
551,40.540038,-74.200507,1,110731.85560643324,1
552,40.540054,-74.165766,1,126453.05897508048,1
553,40.540177,-74.197249,1,110731.85560643324,1
555,40.540196,-74.209493,1,129206.05464824347,1
556,40.540235,-74.202474,1,110731.85560643324,1
557,40.540275,-74.153759,2,116399.92121429172,1
558,40.54033,-74.149279,1,116399.92121429172,1
559,40.540353,-74.199345,2,110731.85560643324,1
560,40.540376,-74.150953,2,116399.92121429172,1
561,40.540416,-74.144822,1,98935.56949433748,1
562,40.540498,-74.185091,1,118424.14940378086,1
563,40.540551,-74.147487,7,98935.56949433748,1
564,40.540559,-74.217717,1,129206.05464824347,1
565,40.540618,-74.179926,2,118424.14940378086,1
566,40.540619,-74.146756,1,98935.56949433748,1
567,40.540629,-74.17661,4,118424.14940378086,1
568,40.54076,-74.214307,1,129206.05464824347,1
569,40.540791,-74.143891,2,98935.56949433748,1
570,40.54085,-74.197563,3,110731.85560643324,1
571,40.540868,-74.156034,1,116399.92121429172,1
572,40.54087,-74.18193,1,118424.14940378086,1
573,40.540884,-74.193355,1,119360.32660675848,1
574,40.540905,-74.201509,1,110731.85560643324,1
575,40.540916,-74.212105,1,129206.05464824347,1
576,40.54094,-74.205492,2,110731.85560643324,1
577,40.540982,-74.177371,1,118424.14940378086,1
578,40.541004,-74.187456,1,119360.32660675848,1
579,40.541004,-74.145764,3,98935.56949433748,1
580,40.54104,-74.159021,1,116399.92121429172,1
581,40.541075,-74.182904,1,118424.14940378086,1
582,40.541213,-74.148101,2,116399.92121429172,1
583,40.541272,-74.198788,1,110731.85560643324,1
584,40.541329,-74.162924,1,126453.05897508048,1
585,40.54138,-74.153728,1,116399.92121429172,1
586,40.541385,-74.171858,1,118424.14940378086,1
588,40.541446,-74.166564,1,106512.25787436824,1
589,40.54148,-74.164758,2,126453.05897508048,1
590,40.541529,-74.195121,1,119360.32660675848,1
591,40.541582,-74.192194,1,119360.32660675848,1
593,40.541596,-74.178071,2,118424.14940378086,1
594,40.541617,-74.149359,1,116399.92121429172,1
595,40.541629,-74.160166,1,116399.92121429172,1
596,40.541639,-74.18924,1,119360.32660675848,1
597,40.541643,-74.183553,3,118424.14940378086,1
598,40.541669,-74.187764,1,119360.32660675848,1
599,40.54172,-74.146503,8,98935.56949433748,1
600,40.541857,-74.206118,1,110731.85560643324,1
601,40.541863,-74.167105,2,106512.25787436824,1
602,40.541879,-74.153085,1,116399.92121429172,1
603,40.541888,-74.14525,3,98935.56949433748,1
604,40.541903,-74.165732,1,106512.25787436824,1
606,40.542033,-74.176579,2,118424.14940378086,1
607,40.542038,-74.159436,1,116399.92121429172,1
608,40.542057,-74.177447,5,118424.14940378086,1
609,40.542072,-74.16306,2,126453.05897508048,1
610,40.542078,-74.150021,1,116399.92121429172,1
611,40.542114,-74.171488,1,118424.14940378086,1
613,40.542194,-74.19543,1,119360.32660675848,1
614,40.542245,-74.192514,1,119360.32660675848,1
616,40.54231,-74.189568,1,119360.32660675848,1
617,40.542328,-74.166271,2,106512.25787436824,1
618,40.542332,-74.143835,1,98935.56949433748,1
619,40.542411,-74.16507,5,126453.05897508048,1
620,40.542462,-74.158731,1,116399.92121429172,1
621,40.542492,-74.174222,1,118424.14940378086,1
625,40.542662,-74.171581,1,106512.25787436824,1
627,40.542703,-74.176512,1,118424.14940378086,1
628,40.542718,-74.146355,2,95629.48123636445,1
630,40.542757,-74.190602,1,119360.32660675848,1
631,40.542762,-74.145516,4,98935.56949433748,1
632,40.542795,-74.188319,1,119360.32660675848,1
633,40.54283038,-74.16021049,1,116399.92121429172,1
634,40.542887,-74.162575,1,116399.92121429172,1
635,40.542894,-74.197165,1,110731.85560643324,1
636,40.54297,-74.142135,1,98935.56949433748,1
637,40.542972,-74.169979,1,106512.25787436824,1
638,40.542989,-74.163931,2,126453.05897508048,1
639,40.543071,-74.181184,5,118424.14940378086,1
641,40.54311945,-74.15148605,1,116399.92121429172,1
642,40.543168,-74.161672,1,116399.92121429172,1
643,40.54326121,-74.1973069,1,119360.32660675848,1
645,40.543285,-74.157295,2,116399.92121429172,1
646,40.543301,-74.174101,1,106512.25787436824,1
647,40.543404,-74.165594,1,106512.25787436824,1
